Tipologia_API;Zona;Data;Valore
uniqueUserZone;OWM Zona1;2020-03-02 00:00:00+01:00;686
uniqueUserZone;OWM Zona9;2020-03-01 00:00:00+01:00;272
uniqueUserZone;OWM Zona8;2020-03-01 00:00:00+01:00;314
uniqueUserZone;OWM Zona7;2020-03-01 00:00:00+01:00;357
uniqueUserZone;OWM Zona6;2020-03-01 00:00:00+01:00;486
uniqueUserZone;OWM Zona5;2020-03-01 00:00:00+01:00;234
uniqueUserZone;OWM Zona4;2020-03-01 00:00:00+01:00;324
uniqueUserZone;OWM Zona3;2020-03-01 00:00:00+01:00;445
uniqueUserZone;OWM Zona2;2020-03-01 00:00:00+01:00;294
uniqueUserZone;OWM Zona1;2020-03-01 00:00:00+01:00;655
uniqueUserZone;OWM Zona9;2020-02-29 00:00:00+01:00;348
uniqueUserZone;OWM Zona8;2020-02-29 00:00:00+01:00;362
uniqueUserZone;OWM Zona7;2020-02-29 00:00:00+01:00;432
uniqueUserZone;OWM Zona6;2020-02-29 00:00:00+01:00;554
uniqueUserZone;OWM Zona5;2020-02-29 00:00:00+01:00;255
uniqueUserZone;OWM Zona4;2020-02-29 00:00:00+01:00;393
uniqueUserZone;OWM Zona3;2020-02-29 00:00:00+01:00;526
uniqueUserZone;OWM Zona2;2020-02-29 00:00:00+01:00;346
uniqueUserZone;OWM Zona1;2020-02-29 00:00:00+01:00;830
uniqueUserZone;OWM Zona9;2020-02-28 00:00:00+01:00;387
uniqueUserZone;OWM Zona8;2020-02-28 00:00:00+01:00;444
uniqueUserZone;OWM Zona7;2020-02-28 00:00:00+01:00;492
uniqueUserZone;OWM Zona6;2020-02-28 00:00:00+01:00;720
uniqueUserZone;OWM Zona5;2020-02-28 00:00:00+01:00;330
uniqueUserZone;OWM Zona4;2020-02-28 00:00:00+01:00;426
uniqueUserZone;OWM Zona3;2020-02-28 00:00:00+01:00;579
uniqueUserZone;OWM Zona2;2020-02-28 00:00:00+01:00;423
uniqueUserZone;OWM Zona1;2020-02-28 00:00:00+01:00;982
uniqueUserZone;OWM Zona9;2020-02-27 00:00:00+01:00;386
uniqueUserZone;OWM Zona8;2020-02-27 00:00:00+01:00;397
uniqueUserZone;OWM Zona7;2020-02-27 00:00:00+01:00;465
uniqueUserZone;OWM Zona6;2020-02-27 00:00:00+01:00;655
uniqueUserZone;OWM Zona5;2020-02-27 00:00:00+01:00;292
uniqueUserZone;OWM Zona4;2020-02-27 00:00:00+01:00;427
uniqueUserZone;OWM Zona3;2020-02-27 00:00:00+01:00;592
uniqueUserZone;OWM Zona2;2020-02-27 00:00:00+01:00;394
uniqueUserZone;OWM Zona1;2020-02-27 00:00:00+01:00;968
uniqueUserZone;OWM Zona9;2020-02-26 00:00:00+01:00;367
uniqueUserZone;OWM Zona8;2020-02-26 00:00:00+01:00;417
uniqueUserZone;OWM Zona7;2020-02-26 00:00:00+01:00;430
uniqueUserZone;OWM Zona6;2020-02-26 00:00:00+01:00;664
uniqueUserZone;OWM Zona5;2020-02-26 00:00:00+01:00;276
uniqueUserZone;OWM Zona4;2020-02-26 00:00:00+01:00;409
uniqueUserZone;OWM Zona3;2020-02-26 00:00:00+01:00;579
uniqueUserZone;OWM Zona2;2020-02-26 00:00:00+01:00;358
uniqueUserZone;OWM Zona1;2020-02-26 00:00:00+01:00;956
uniqueUserZone;OWM Zona9;2020-02-25 00:00:00+01:00;353
uniqueUserZone;OWM Zona8;2020-02-25 00:00:00+01:00;419
uniqueUserZone;OWM Zona7;2020-02-25 00:00:00+01:00;453
uniqueUserZone;OWM Zona6;2020-02-25 00:00:00+01:00;668
uniqueUserZone;OWM Zona5;2020-02-25 00:00:00+01:00;298
uniqueUserZone;OWM Zona4;2020-02-25 00:00:00+01:00;399
uniqueUserZone;OWM Zona3;2020-02-25 00:00:00+01:00;556
uniqueUserZone;OWM Zona2;2020-02-25 00:00:00+01:00;380
uniqueUserZone;OWM Zona1;2020-02-25 00:00:00+01:00;1126
uniqueUserZone;OWM Zona9;2020-02-24 00:00:00+01:00;418
uniqueUserZone;OWM Zona8;2020-02-24 00:00:00+01:00;454
uniqueUserZone;OWM Zona7;2020-02-24 00:00:00+01:00;506
uniqueUserZone;OWM Zona6;2020-02-24 00:00:00+01:00;719
uniqueUserZone;OWM Zona5;2020-02-24 00:00:00+01:00;318
uniqueUserZone;OWM Zona4;2020-02-24 00:00:00+01:00;418
uniqueUserZone;OWM Zona3;2020-02-24 00:00:00+01:00;626
uniqueUserZone;OWM Zona2;2020-02-24 00:00:00+01:00;425
uniqueUserZone;OWM Zona1;2020-02-24 00:00:00+01:00;1342
uniqueUserZone;OWM Zona9;2020-02-23 00:00:00+01:00;384
uniqueUserZone;OWM Zona8;2020-02-23 00:00:00+01:00;397
uniqueUserZone;OWM Zona7;2020-02-23 00:00:00+01:00;398
uniqueUserZone;OWM Zona6;2020-02-23 00:00:00+01:00;771
uniqueUserZone;OWM Zona5;2020-02-23 00:00:00+01:00;262
uniqueUserZone;OWM Zona4;2020-02-23 00:00:00+01:00;407
uniqueUserZone;OWM Zona3;2020-02-23 00:00:00+01:00;551
uniqueUserZone;OWM Zona2;2020-02-23 00:00:00+01:00;381
uniqueUserZone;OWM Zona1;2020-02-23 00:00:00+01:00;1544
uniqueUserZone;OWM Zona9;2020-02-22 00:00:00+01:00;446
uniqueUserZone;OWM Zona8;2020-02-22 00:00:00+01:00;507
uniqueUserZone;OWM Zona7;2020-02-22 00:00:00+01:00;492
uniqueUserZone;OWM Zona6;2020-02-22 00:00:00+01:00;963
uniqueUserZone;OWM Zona5;2020-02-22 00:00:00+01:00;355
uniqueUserZone;OWM Zona4;2020-02-22 00:00:00+01:00;476
uniqueUserZone;OWM Zona3;2020-02-22 00:00:00+01:00;703
uniqueUserZone;OWM Zona2;2020-02-22 00:00:00+01:00;474
uniqueUserZone;OWM Zona1;2020-02-22 00:00:00+01:00;1861
uniqueUserZone;OWM Zona9;2020-02-21 00:00:00+01:00;504
uniqueUserZone;OWM Zona8;2020-02-21 00:00:00+01:00;593
uniqueUserZone;OWM Zona7;2020-02-21 00:00:00+01:00;563
uniqueUserZone;OWM Zona6;2020-02-21 00:00:00+01:00;999
uniqueUserZone;OWM Zona5;2020-02-21 00:00:00+01:00;423
uniqueUserZone;OWM Zona4;2020-02-21 00:00:00+01:00;512
uniqueUserZone;OWM Zona3;2020-02-21 00:00:00+01:00;829
uniqueUserZone;OWM Zona2;2020-02-21 00:00:00+01:00;570
uniqueUserZone;OWM Zona1;2020-02-21 00:00:00+01:00;1971
uniqueUserZone;OWM Zona9;2020-02-20 00:00:00+01:00;504
uniqueUserZone;OWM Zona8;2020-02-20 00:00:00+01:00;570
uniqueUserZone;OWM Zona7;2020-02-20 00:00:00+01:00;535
uniqueUserZone;OWM Zona6;2020-02-20 00:00:00+01:00;956
uniqueUserZone;OWM Zona5;2020-02-20 00:00:00+01:00;421
uniqueUserZone;OWM Zona4;2020-02-20 00:00:00+01:00;484
uniqueUserZone;OWM Zona3;2020-02-20 00:00:00+01:00;783
uniqueUserZone;OWM Zona2;2020-02-20 00:00:00+01:00;532
uniqueUserZone;OWM Zona1;2020-02-20 00:00:00+01:00;1891
uniqueUserZone;OWM Zona9;2020-02-19 00:00:00+01:00;227
uniqueUserZone;OWM Zona8;2020-02-19 00:00:00+01:00;251
uniqueUserZone;OWM Zona7;2020-02-19 00:00:00+01:00;298
uniqueUserZone;OWM Zona6;2020-02-19 00:00:00+01:00;496
uniqueUserZone;OWM Zona5;2020-02-19 00:00:00+01:00;181
uniqueUserZone;OWM Zona4;2020-02-19 00:00:00+01:00;273
uniqueUserZone;OWM Zona3;2020-02-19 00:00:00+01:00;397
uniqueUserZone;OWM Zona2;2020-02-19 00:00:00+01:00;261
uniqueUserZone;OWM Zona1;2020-02-19 00:00:00+01:00;929
uniqueUserZone;OWM Zona9;2020-02-18 00:00:00+01:00;472
uniqueUserZone;OWM Zona8;2020-02-18 00:00:00+01:00;557
uniqueUserZone;OWM Zona7;2020-02-18 00:00:00+01:00;547
uniqueUserZone;OWM Zona6;2020-02-18 00:00:00+01:00;959
uniqueUserZone;OWM Zona5;2020-02-18 00:00:00+01:00;443
uniqueUserZone;OWM Zona4;2020-02-18 00:00:00+01:00;495
uniqueUserZone;OWM Zona3;2020-02-18 00:00:00+01:00;783
uniqueUserZone;OWM Zona2;2020-02-18 00:00:00+01:00;513
uniqueUserZone;OWM Zona1;2020-02-18 00:00:00+01:00;1862
uniqueUserZone;OWM Zona9;2020-02-17 00:00:00+01:00;441
uniqueUserZone;OWM Zona8;2020-02-17 00:00:00+01:00;506
uniqueUserZone;OWM Zona7;2020-02-17 00:00:00+01:00;495
uniqueUserZone;OWM Zona6;2020-02-17 00:00:00+01:00;804
uniqueUserZone;OWM Zona5;2020-02-17 00:00:00+01:00;343
uniqueUserZone;OWM Zona4;2020-02-17 00:00:00+01:00;486
uniqueUserZone;OWM Zona3;2020-02-17 00:00:00+01:00;707
uniqueUserZone;OWM Zona2;2020-02-17 00:00:00+01:00;468
uniqueUserZone;OWM Zona1;2020-02-17 00:00:00+01:00;1476
uniqueUserZone;OWM Zona9;2020-02-16 00:00:00+01:00;331
uniqueUserZone;OWM Zona8;2020-02-16 00:00:00+01:00;384
uniqueUserZone;OWM Zona7;2020-02-16 00:00:00+01:00;437
uniqueUserZone;OWM Zona6;2020-02-16 00:00:00+01:00;866
uniqueUserZone;OWM Zona5;2020-02-16 00:00:00+01:00;301
uniqueUserZone;OWM Zona4;2020-02-16 00:00:00+01:00;410
uniqueUserZone;OWM Zona3;2020-02-16 00:00:00+01:00;585
uniqueUserZone;OWM Zona2;2020-02-16 00:00:00+01:00;405
uniqueUserZone;OWM Zona1;2020-02-16 00:00:00+01:00;1722
uniqueUserZone;OWM Zona9;2020-02-15 00:00:00+01:00;392
uniqueUserZone;OWM Zona8;2020-02-15 00:00:00+01:00;488
uniqueUserZone;OWM Zona7;2020-02-15 00:00:00+01:00;485
uniqueUserZone;OWM Zona6;2020-02-15 00:00:00+01:00;937
uniqueUserZone;OWM Zona5;2020-02-15 00:00:00+01:00;346
uniqueUserZone;OWM Zona4;2020-02-15 00:00:00+01:00;476
uniqueUserZone;OWM Zona3;2020-02-15 00:00:00+01:00;704
uniqueUserZone;OWM Zona2;2020-02-15 00:00:00+01:00;473
uniqueUserZone;OWM Zona1;2020-02-15 00:00:00+01:00;2050
uniqueUserZone;OWM Zona9;2020-02-14 00:00:00+01:00;524
uniqueUserZone;OWM Zona8;2020-02-14 00:00:00+01:00;596
uniqueUserZone;OWM Zona7;2020-02-14 00:00:00+01:00;597
uniqueUserZone;OWM Zona6;2020-02-14 00:00:00+01:00;1052
uniqueUserZone;OWM Zona5;2020-02-14 00:00:00+01:00;451
uniqueUserZone;OWM Zona4;2020-02-14 00:00:00+01:00;523
uniqueUserZone;OWM Zona3;2020-02-14 00:00:00+01:00;787
uniqueUserZone;OWM Zona2;2020-02-14 00:00:00+01:00;589
uniqueUserZone;OWM Zona1;2020-02-14 00:00:00+01:00;2338
uniqueUserZone;OWM Zona9;2020-02-13 00:00:00+01:00;477
uniqueUserZone;OWM Zona8;2020-02-13 00:00:00+01:00;613
uniqueUserZone;OWM Zona7;2020-02-13 00:00:00+01:00;576
uniqueUserZone;OWM Zona6;2020-02-13 00:00:00+01:00;952
uniqueUserZone;OWM Zona5;2020-02-13 00:00:00+01:00;435
uniqueUserZone;OWM Zona4;2020-02-13 00:00:00+01:00;554
uniqueUserZone;OWM Zona3;2020-02-13 00:00:00+01:00;821
uniqueUserZone;OWM Zona2;2020-02-13 00:00:00+01:00;503
uniqueUserZone;OWM Zona1;2020-02-13 00:00:00+01:00;2078
uniqueUserZone;OWM Zona9;2020-02-12 00:00:00+01:00;450
uniqueUserZone;OWM Zona8;2020-02-12 00:00:00+01:00;560
uniqueUserZone;OWM Zona7;2020-02-12 00:00:00+01:00;511
uniqueUserZone;OWM Zona6;2020-02-12 00:00:00+01:00;951
uniqueUserZone;OWM Zona5;2020-02-12 00:00:00+01:00;423
uniqueUserZone;OWM Zona4;2020-02-12 00:00:00+01:00;506
uniqueUserZone;OWM Zona3;2020-02-12 00:00:00+01:00;775
uniqueUserZone;OWM Zona2;2020-02-12 00:00:00+01:00;498
uniqueUserZone;OWM Zona1;2020-02-12 00:00:00+01:00;1957
uniqueUserZone;OWM Zona9;2020-02-11 00:00:00+01:00;476
uniqueUserZone;OWM Zona8;2020-02-11 00:00:00+01:00;568
uniqueUserZone;OWM Zona7;2020-02-11 00:00:00+01:00;513
uniqueUserZone;OWM Zona6;2020-02-11 00:00:00+01:00;923
uniqueUserZone;OWM Zona5;2020-02-11 00:00:00+01:00;442
uniqueUserZone;OWM Zona4;2020-02-11 00:00:00+01:00;519
uniqueUserZone;OWM Zona3;2020-02-11 00:00:00+01:00;803
uniqueUserZone;OWM Zona2;2020-02-11 00:00:00+01:00;549
uniqueUserZone;OWM Zona1;2020-02-11 00:00:00+01:00;1907
uniqueUserZone;OWM Zona9;2020-02-10 00:00:00+01:00;412
uniqueUserZone;OWM Zona8;2020-02-10 00:00:00+01:00;505
uniqueUserZone;OWM Zona7;2020-02-10 00:00:00+01:00;514
uniqueUserZone;OWM Zona6;2020-02-10 00:00:00+01:00;818
uniqueUserZone;OWM Zona5;2020-02-10 00:00:00+01:00;421
uniqueUserZone;OWM Zona4;2020-02-10 00:00:00+01:00;509
uniqueUserZone;OWM Zona3;2020-02-10 00:00:00+01:00;679
uniqueUserZone;OWM Zona2;2020-02-10 00:00:00+01:00;462
uniqueUserZone;OWM Zona1;2020-02-10 00:00:00+01:00;1709
uniqueUserZone;OWM Zona9;2020-02-09 00:00:00+01:00;282
uniqueUserZone;OWM Zona8;2020-02-09 00:00:00+01:00;339
uniqueUserZone;OWM Zona7;2020-02-09 00:00:00+01:00;354
uniqueUserZone;OWM Zona6;2020-02-09 00:00:00+01:00;615
uniqueUserZone;OWM Zona5;2020-02-09 00:00:00+01:00;290
uniqueUserZone;OWM Zona4;2020-02-09 00:00:00+01:00;398
uniqueUserZone;OWM Zona3;2020-02-09 00:00:00+01:00;522
uniqueUserZone;OWM Zona2;2020-02-09 00:00:00+01:00;314
uniqueUserZone;OWM Zona1;2020-02-09 00:00:00+01:00;1374
uniqueUserZone;OWM Zona9;2020-02-08 00:00:00+01:00;176
uniqueUserZone;OWM Zona8;2020-02-08 00:00:00+01:00;220
uniqueUserZone;OWM Zona7;2020-02-08 00:00:00+01:00;204
uniqueUserZone;OWM Zona6;2020-02-08 00:00:00+01:00;527
uniqueUserZone;OWM Zona5;2020-02-08 00:00:00+01:00;236
uniqueUserZone;OWM Zona4;2020-02-08 00:00:00+01:00;405
uniqueUserZone;OWM Zona3;2020-02-08 00:00:00+01:00;610
uniqueUserZone;OWM Zona2;2020-02-08 00:00:00+01:00;466
uniqueUserZone;OWM Zona1;2020-02-08 00:00:00+01:00;1309
uniqueUserZone;OWM Zona9;2020-02-07 00:00:00+01:00;457
uniqueUserZone;OWM Zona8;2020-02-07 00:00:00+01:00;494
uniqueUserZone;OWM Zona7;2020-02-07 00:00:00+01:00;547
uniqueUserZone;OWM Zona6;2020-02-07 00:00:00+01:00;770
uniqueUserZone;OWM Zona5;2020-02-07 00:00:00+01:00;377
uniqueUserZone;OWM Zona4;2020-02-07 00:00:00+01:00;478
uniqueUserZone;OWM Zona3;2020-02-07 00:00:00+01:00;676
uniqueUserZone;OWM Zona2;2020-02-07 00:00:00+01:00;452
uniqueUserZone;OWM Zona1;2020-02-07 00:00:00+01:00;1721
uniqueUserZone;OWM Zona9;2020-02-06 00:00:00+01:00;491
uniqueUserZone;OWM Zona8;2020-02-06 00:00:00+01:00;561
uniqueUserZone;OWM Zona7;2020-02-06 00:00:00+01:00;514
uniqueUserZone;OWM Zona6;2020-02-06 00:00:00+01:00;899
uniqueUserZone;OWM Zona5;2020-02-06 00:00:00+01:00;431
uniqueUserZone;OWM Zona4;2020-02-06 00:00:00+01:00;563
uniqueUserZone;OWM Zona3;2020-02-06 00:00:00+01:00;765
uniqueUserZone;OWM Zona2;2020-02-06 00:00:00+01:00;513
uniqueUserZone;OWM Zona1;2020-02-06 00:00:00+01:00;1827
uniqueUserZone;OWM Zona9;2020-02-05 00:00:00+01:00;446
uniqueUserZone;OWM Zona8;2020-02-05 00:00:00+01:00;493
uniqueUserZone;OWM Zona7;2020-02-05 00:00:00+01:00;497
uniqueUserZone;OWM Zona6;2020-02-05 00:00:00+01:00;818
uniqueUserZone;OWM Zona5;2020-02-05 00:00:00+01:00;376
uniqueUserZone;OWM Zona4;2020-02-05 00:00:00+01:00;513
uniqueUserZone;OWM Zona3;2020-02-05 00:00:00+01:00;704
uniqueUserZone;OWM Zona2;2020-02-05 00:00:00+01:00;489
uniqueUserZone;OWM Zona1;2020-02-05 00:00:00+01:00;1573
uniqueUserZone;OWM Zona9;2020-02-04 00:00:00+01:00;573
uniqueUserZone;OWM Zona8;2020-02-04 00:00:00+01:00;532
uniqueUserZone;OWM Zona7;2020-02-04 00:00:00+01:00;541
uniqueUserZone;OWM Zona6;2020-02-04 00:00:00+01:00;826
uniqueUserZone;OWM Zona5;2020-02-04 00:00:00+01:00;412
uniqueUserZone;OWM Zona4;2020-02-04 00:00:00+01:00;514
uniqueUserZone;OWM Zona3;2020-02-04 00:00:00+01:00;721
uniqueUserZone;OWM Zona2;2020-02-04 00:00:00+01:00;556
uniqueUserZone;OWM Zona1;2020-02-04 00:00:00+01:00;1695
uniqueUserZone;OWM Zona9;2020-02-03 00:00:00+01:00;576
uniqueUserZone;OWM Zona8;2020-02-03 00:00:00+01:00;540
uniqueUserZone;OWM Zona7;2020-02-03 00:00:00+01:00;564
uniqueUserZone;OWM Zona6;2020-02-03 00:00:00+01:00;857
uniqueUserZone;OWM Zona5;2020-02-03 00:00:00+01:00;433
uniqueUserZone;OWM Zona4;2020-02-03 00:00:00+01:00;509
uniqueUserZone;OWM Zona3;2020-02-03 00:00:00+01:00;719
uniqueUserZone;OWM Zona2;2020-02-03 00:00:00+01:00;549
uniqueUserZone;OWM Zona1;2020-02-03 00:00:00+01:00;1789
uniqueUserZone;OWM Zona9;2020-02-02 00:00:00+01:00;418
uniqueUserZone;OWM Zona8;2020-02-02 00:00:00+01:00;394
uniqueUserZone;OWM Zona7;2020-02-02 00:00:00+01:00;420
uniqueUserZone;OWM Zona6;2020-02-02 00:00:00+01:00;722
uniqueUserZone;OWM Zona5;2020-02-02 00:00:00+01:00;325
uniqueUserZone;OWM Zona4;2020-02-02 00:00:00+01:00;423
uniqueUserZone;OWM Zona3;2020-02-02 00:00:00+01:00;536
uniqueUserZone;OWM Zona2;2020-02-02 00:00:00+01:00;431
uniqueUserZone;OWM Zona1;2020-02-02 00:00:00+01:00;1770
uniqueUserZone;OWM Zona9;2020-02-01 00:00:00+01:00;514
uniqueUserZone;OWM Zona8;2020-02-01 00:00:00+01:00;482
uniqueUserZone;OWM Zona7;2020-02-01 00:00:00+01:00;481
uniqueUserZone;OWM Zona6;2020-02-01 00:00:00+01:00;797
uniqueUserZone;OWM Zona5;2020-02-01 00:00:00+01:00;385
uniqueUserZone;OWM Zona4;2020-02-01 00:00:00+01:00;487
uniqueUserZone;OWM Zona3;2020-02-01 00:00:00+01:00;617
uniqueUserZone;OWM Zona2;2020-02-01 00:00:00+01:00;483
uniqueUserZone;OWM Zona1;2020-02-01 00:00:00+01:00;1752
uniqueUserZone;OWM Zona9;2020-01-31 00:00:00+01:00;599
uniqueUserZone;OWM Zona8;2020-01-31 00:00:00+01:00;580
uniqueUserZone;OWM Zona7;2020-01-31 00:00:00+01:00;582
uniqueUserZone;OWM Zona6;2020-01-31 00:00:00+01:00;924
uniqueUserZone;OWM Zona5;2020-01-31 00:00:00+01:00;506
uniqueUserZone;OWM Zona4;2020-01-31 00:00:00+01:00;575
uniqueUserZone;OWM Zona3;2020-01-31 00:00:00+01:00;721
uniqueUserZone;OWM Zona2;2020-01-31 00:00:00+01:00;543
uniqueUserZone;OWM Zona1;2020-01-31 00:00:00+01:00;2004
uniqueUserZone;OWM Zona9;2020-01-30 00:00:00+01:00;574
uniqueUserZone;OWM Zona8;2020-01-30 00:00:00+01:00;548
uniqueUserZone;OWM Zona7;2020-01-30 00:00:00+01:00;542
uniqueUserZone;OWM Zona6;2020-01-30 00:00:00+01:00;898
uniqueUserZone;OWM Zona5;2020-01-30 00:00:00+01:00;466
uniqueUserZone;OWM Zona4;2020-01-30 00:00:00+01:00;564
uniqueUserZone;OWM Zona3;2020-01-30 00:00:00+01:00;765
uniqueUserZone;OWM Zona2;2020-01-30 00:00:00+01:00;528
uniqueUserZone;OWM Zona1;2020-01-30 00:00:00+01:00;1799
uniqueUserZone;OWM Zona9;2020-01-29 00:00:00+01:00;551
uniqueUserZone;OWM Zona8;2020-01-29 00:00:00+01:00;559
uniqueUserZone;OWM Zona7;2020-01-29 00:00:00+01:00;547
uniqueUserZone;OWM Zona6;2020-01-29 00:00:00+01:00;823
uniqueUserZone;OWM Zona5;2020-01-29 00:00:00+01:00;490
uniqueUserZone;OWM Zona4;2020-01-29 00:00:00+01:00;525
uniqueUserZone;OWM Zona3;2020-01-29 00:00:00+01:00;734
uniqueUserZone;OWM Zona2;2020-01-29 00:00:00+01:00;520
uniqueUserZone;OWM Zona1;2020-01-29 00:00:00+01:00;1832
uniqueUserZone;OWM Zona9;2020-01-28 00:00:00+01:00;538
uniqueUserZone;OWM Zona8;2020-01-28 00:00:00+01:00;516
uniqueUserZone;OWM Zona7;2020-01-28 00:00:00+01:00;543
uniqueUserZone;OWM Zona6;2020-01-28 00:00:00+01:00;815
uniqueUserZone;OWM Zona5;2020-01-28 00:00:00+01:00;466
uniqueUserZone;OWM Zona4;2020-01-28 00:00:00+01:00;522
uniqueUserZone;OWM Zona3;2020-01-28 00:00:00+01:00;691
uniqueUserZone;OWM Zona2;2020-01-28 00:00:00+01:00;501
